Break (Standard) : Extension at Break (Standard),2.03373,mm
24.27600,1.02755,3329.56418,0.10114,34.46522,0.06139,0.00246
24.31000,1.02905,3335.78870,0.10128,34.52965,0.06145,0.00246
24.34400,1.03061,3344.96722,0.10144,34.62466,0.06158,0.00246
24.37800,1.03205,3353.54045,0.10158,34.71340,0.06164,0.00247
24.41200,1.03345,3360.42859,0.10172,34.78470,0.06145,0.00246
24.44600,1.03489,3367.29258,0.10186,34.85576,0.06162,0.00246
24.48000,1.03634,3375.01891,0.10200,34.93573,0.06143,0.00246
24.51400,1.03762,3381.69426,0.10213,35.00483,0.06144,0.00246
24.54800,1.03912,3387.66687,0.10228,35.06666,0.06167,0.00247
24.58200,1.04073,3396.39589,0.10243,35.15701,0.06143,0.00246
24.61600,1.04212,3405.41482,0.10257,35.25037,0.06159,0.00246
24.65000,1.04352,3412.12571,0.10271,35.31984,0.06146,0.00246
24.68400,1.04496,3418.97272,0.10285,35.39071,0.06141,0.00246
24.71800,1.04641,3426.52000,0.10299,35.46883,0.06158,0.00246
24.75200,1.04775,3433.66228,0.10312,35.54277,0.06159,0.00246
24.78600,1.04920,3440.03320,0.10327,35.60871,0.06149,0.00246
24.82000,1.05080,3448.33709,0.10343,35.69467,0.06147,0.00246
24.85400,1.05220,3457.53148,0.10356,35.78984,0.06160,0.00246
24.88800,1.05359,3464.61587,0.10370,35.86318,0.06139,0.00246
24.92200,1.05504,3471.38241,0.10384,35.93322,0.06170,0.00247
24.95600,1.05648,3479.12773,0.10398,36.01339,0.06144,0.00246
24.99000,1.05782,3486.48280,0.10412,36.08953,0.06163,0.00247
25.02400,1.05927,3492.85752,0.10426,36.15551,0.06129,0.00245
25.05800,1.06082,3500.99154,0.10441,36.23971,0.06167,0.00247
25.09200,1.06232,3510.24874,0.10456,36.33553,0.06153,0.00246
25.12600,1.06361,3517.26584,0.10469,36.40817,0.06145,0.00246
25.16000,1.06511,3523.91012,0.10483,36.47695,0.06165,0.00247
25.19400,1.06655,3531.82778,0.10498,36.55890,0.06121,0.00245
25.22800,1.06789,3539.44793,0.10511,36.63778,0.06185,0.00247
25.26200,1.06928,3546.07098,0.10524,36.70634,0.06121,0.00245
25.29600,1.07089,3554.02909,0.10540,36.78872,0.06180,0.00247
25.33000,1.07234,3563.43850,0.10555,36.88612,0.06129,0.00245
25.36400,1.07373,3570.82017,0.10568,36.96252,0.06142,0.00246
25.39800,1.07518,3577.44120,0.10582,37.03106,0.06175,0.00247
25.43200,1.07662,3585.53007,0.10597,37.11479,0.06129,0.00245
25.46600,1.07796,3593.02595,0.10610,37.19238,0.06177,0.00247
25.50000,1.07936,3599.52204,0.10624,37.25963,0.06123,0.00245
25.53400,1.08096,3607.50876,0.10639,37.34230,0.06167,0.00247
25.56800,1.08246,3617.15600,0.10654,37.44216,0.06151,0.00246
25.60200,1.08380,3624.93597,0.10667,37.52269,0.06133,0.00245
25.63600,1.08525,3631.31426,0.10682,37.58872,0.06165,0.00247
25.67000,1.08675,3639.23416,0.10696,37.67070,0.06154,0.00246
25.70400,1.08809,3647.49335,0.10710,37.75619,0.06139,0.00246
25.73800,1.08943,3654.14992,0.10723,37.82509,0.06168,0.00247
25.77200,1.09104,3661.66815,0.10739,37.90292,0.06127,0.00245
25.80600,1.09254,3671.39876,0.10753,38.00364,0.06180,0.00247
25.84000,1.09393,3679.78714,0.10767,38.09047,0.06131,0.00245
25.87400,1.09532,3686.34291,0.10781,38.15833,0.06181,0.00247
25.90800,1.09682,3694.03526,0.10795,38.23796,0.06116,0.00245
25.94200,1.09821,3702.10513,0.10809,38.32149,0.06165,0.00247
25.97600,1.09955,3708.81200,0.10822,38.39092,0.06161,0.00246
26.01000,1.10111,3716.01038,0.10838,38.46543,0.06141,0.00246
26.04400,1.10261,3725.75037,0.10852,38.56625,0.06166,0.00247
26.07800,1.10400,3734.21922,0.10866,38.65391,0.06126,0.00245
26.11200,1.10545,3740.98353,0.10880,38.72393,0.06157,0.00246
26.14600,1.10689,3748.59720,0.10895,38.80274,0.06157,0.00246
26.18000,1.10828,3756.70105,0.10908,38.88663,0.06156,0.00246
26.21400,1.10962,3763.90904,0.10921,38.96124,0.06134,0.00245
26.24800,1.11118,3770.92972,0.10937,39.03391,0.06157,0.00246
26.28200,1.11273,3780.72828,0.10952,39.13534,0.06144,0.00246
26.31600,1.11407,3789.33102,0.10965,39.22439,0.06163,0.00247
26.35000,1.11546,3795.97127,0.10979,39.29312,0.06158,0.00246
26.38400,1.11691,3803.48504,0.10993,39.37090,0.06139,0.00246
26.41800,1.11836,3811.79854,0.11007,39.45696,0.06158,0.00246
26.45200,1.11970,3819.02084,0.11021,39.53172,0.06160,0.00246
26.48600,1.12120,3826.05225,0.11035,39.60450,0.06146,0.00246
26.52000,1.12275,3835.74754,0.11051,39.70486,0.06154,0.00246
26.55400,1.12414,3844.87912,0.11064,39.79938,0.06151,0.00246
26.58800,1.12548,3851.84839,0.11078,39.87152,0.06142,0.00246
26.62200,1.12698,3859.25040,0.11092,39.94814,0.06144,0.00246
26.65600,1.12843,3867.55586,0.11107,40.03412,0.06163,0.00247
26.69000,1.12977,3875.01329,0.11120,40.11131,0.06139,0.00246
26.72400,1.13127,3881.91059,0.11135,40.18271,0.06162,0.00246
26.75800,1.13282,3891.39622,0.11150,40.28089,0.06136,0.00245
26.79200,1.13421,3900.67175,0.11164,40.37691,0.06144,0.00246
26.82600,1.13561,3907.74116,0.11177,40.45009,0.06170,0.00247
26.86000,1.13711,3915.43195,0.11192,40.52969,0.06144,0.00246
26.89400,1.13855,3923.97478,0.11206,40.61812,0.06144,0.00246
26.92800,1.13984,3931.61595,0.11219,40.69722,0.06163,0.00247
26.96200,1.14134,3938.72470,0.11234,40.77080,0.06145,0.00246
26.99600,1.14295,3948.29258,0.11249,40.86984,0.06150,0.00246
27.03000,1.14434,3957.61728,0.11263,40.96637,0.06169,0.00247
27.06400,1.14573,3964.58924,0.11277,41.03854,0.06137,0.00245
27.09800,1.14718,3971.96397,0.11291,41.11487,0.06155,0.00246
27.13200,1.14862,3980.30162,0.11305,41.20118,0.06146,0.00246
27.16600,1.14996,3988.00045,0.11319,41.28087,0.06164,0.00247
27.20000,1.15141,3995.06718,0.11333,41.35402,0.06132,0.00245
27.23400,1.15296,4004.40127,0.11348,41.45064,0.06175,0.00247
27.26800,1.15441,4013.82565,0.11362,41.54819,0.06115,0.00245
27.30200,1.15575,4021.53119,0.11375,41.62796,0.06184,0.00247
27.33600,1.15725,4028.87464,0.11390,41.70397,0.06127,0.00245
27.37000,1.15870,4037.46709,0.11404,41.79291,0.06177,0.00247
27.40400,1.16003,4045.54859,0.11418,41.87657,0.06144,0.00246
27.43800,1.16143,4052.25009,0.11431,41.94594,0.06151,0.00246
27.47200,1.16303,4061.31819,0.11447,42.03980,0.06164,0.00247
27.50600,1.16448,4070.93257,0.11461,42.13932,0.06145,0.00246
27.54000,1.16587,4078.49103,0.11475,42.21756,0.06155,0.00246
27.57400,1.16732,4085.67980,0.11489,42.29198,0.06165,0.00247
27.60800,1.16877,4094.30221,0.11504,42.38123,0.06138,0.00246
27.64200,1.17011,4102.56252,0.11517,42.46673,0.06150,0.00246
27.67600,1.17150,4109.56219,0.11531,42.53919,0.06149,0.00246
27.71000,1.17311,4118.60570,0.11546,42.63280,0.06160,0.00246
27.74400,1.17461,4128.67606,0.11561,42.73704,0.06133,0.00245
27.77800,1.17595,4136.38249,0.11574,42.81681,0.06160,0.00246
27.81200,1.17739,4143.41837,0.11589,42.88964,0.06149,0.00246
27.84600,1.17884,4151.86107,0.11603,42.97704,0.06137,0.00245
27.88000,1.18018,4160.13256,0.11616,43.06266,0.06178,0.00247
27.91400,1.18157,4167.16173,0.11630,43.13542,0.06132,0.00245
27.94800,1.18318,4175.91691,0.11645,43.22604,0.06167,0.00247
27.98200,1.18462,4186.43251,0.11660,43.33489,0.06144,0.00246
28.01600,1.18602,4194.50104,0.11673,43.41841,0.06163,0.00247
28.05000,1.18746,4201.54542,0.11688,43.49133,0.06139,0.00246
28.08400,1.18891,4210.07037,0.11702,43.57958,0.06171,0.00247
28.11800,1.19025,4218.53408,0.11715,43.66719,0.06146,0.00246
28.15200,1.19164,4225.49218,0.11729,43.73921,0.06146,0.00246
28.18600,1.19325,4233.97914,0.11745,43.82706,0.06143,0.00246
28.22000,1.19475,4244.27390,0.11759,43.93363,0.06147,0.00246
28.25400,1.19609,4252.29773,0.11773,44.01668,0.06163,0.00247
28.28800,1.19753,4259.40961,0.11787,44.09030,0.06145,0.00246
28.32200,1.19898,4267.82995,0.11801,44.17746,0.06136,0.00245
28.35600,1.20037,4276.34731,0.11815,44.26563,0.06166,0.00247
28.39000,1.20171,4283.77256,0.11828,44.34249,0.06138,0.00246
28.42400,1.20332,4292.09277,0.11844,44.42861,0.06167,0.00247
28.45800,1.20482,4302.73578,0.11858,44.53878,0.06153,0.00246
28.49200,1.20616,4311.15881,0.11872,44.62597,0.06139,0.00246
28.52600,1.20761,4318.29482,0.11886,44.69984,0.06160,0.00246
28.56000,1.20905,4326.52473,0.11900,44.78503,0.06144,0.00246
28.59400,1.21045,4334.96654,0.11914,44.87241,0.06163,0.00247
28.62800,1.21178,4342.24918,0.11927,44.94780,0.06149,0.00246
28.66200,1.21334,4350.32576,0.11942,45.03140,0.06141,0.00246
28.69600,1.21489,4361.17575,0.11958,45.14371,0.06162,0.00246
28.73000,1.21623,4370.13477,0.11971,45.23645,0.06132,0.00245
28.76400,1.21768,4377.33293,0.11985,45.31096,0.06162,0.00246
28.79800,1.21918,4385.66118,0.12000,45.39716,0.06142,0.00246
28.83200,1.22052,4394.18837,0.12013,45.48543,0.06152,0.00246
28.86600,1.22186,4401.59842,0.12026,45.56214,0.06141,0.00246
28.90000,1.22341,4409.48099,0.12041,45.64373,0.06156,0.00246
28.93400,1.22496,4420.23039,0.12057,45.75500,0.06154,0.00246
28.96800,1.22636,4429.33470,0.12070,45.84924,0.06145,0.00246
29.00200,1.22775,4436.75637,0.12084,45.92606,0.06175,0.00247
29.03600,1.22920,4444.92280,0.12098,46.01060,0.06128,0.00245
29.07000,1.23059,4453.64133,0.12112,46.10085,0.06166,0.00247
29.10400,1.23193,4461.11128,0.12125,46.17817,0.06154,0.00246
29.13800,1.23348,4469.11186,0.12141,46.26099,0.06155,0.00246
29.17200,1.23503,4479.68960,0.12156,46.37048,0.06147,0.00246
29.20600,1.23643,4489.12919,0.12170,46.46819,0.06141,0.00246
29.24000,1.23782,4496.35550,0.12183,46.54299,0.06151,0.00246
29.27400,1.23927,4504.64711,0.12198,46.62882,0.06146,0.00246
29.30800,1.24071,4513.28829,0.12212,46.71827,0.06171,0.00247
29.34200,1.24200,4520.89146,0.12224,46.79697,0.06116,0.00245
29.37600,1.24355,4528.59923,0.12240,46.87676,0.06173,0.00247
29.41000,1.24511,4539.52923,0.12255,46.98989,0.06131,0.00245
29.44400,1.24650,4549.29024,0.12269,47.09093,0.06156,0.00246
29.47800,1.24789,4556.69895,0.12282,47.16762,0.06164,0.00247
29.51200,1.24939,4564.59671,0.12297,47.24937,0.06151,0.00246
29.54600,1.25078,4573.58032,0.12311,47.34237,0.06146,0.00246
29.58000,1.25212,4581.52324,0.12324,47.42459,0.06154,0.00246
29.61400,1.25362,4588.85863,0.12339,47.50052,0.06143,0.00246
29.64800,1.25518,4599.08634,0.12354,47.60639,0.06160,0.00246
29.68200,1.25657,4608.87328,0.12368,47.70769,0.06155,0.00246
29.71600,1.25796,4616.63067,0.12382,47.78799,0.06138,0.00246
29.75000,1.25946,4624.51458,0.12396,47.86960,0.06150,0.00246
29.78400,1.26086,4633.44678,0.12410,47.96206,0.06150,0.00246
29.81800,1.26220,4641.64406,0.12423,48.04691,0.06150,0.00246
29.85200,1.26364,4648.95844,0.12437,48.12263,0.06155,0.00246
29.88600,1.26525,4659.38285,0.12453,48.23053,0.06147,0.00246
29.92000,1.26664,4669.76792,0.12467,48.33803,0.06139,0.00246
29.95400,1.26803,4677.67596,0.12481,48.41989,0.06145,0.00246
29.98800,1.26953,4685.70828,0.12495,48.50303,0.06168,0.00247
30.02200,1.27093,4694.68877,0.12509,48.59599,0.06143,0.00246
30.05600,1.27232,4702.61738,0.12523,48.67806,0.06161,0.00246
30.09000,1.27371,4709.99032,0.12537,48.75438,0.06153,0.00246
30.12400,1.27532,4719.98960,0.12552,48.85789,0.06134,0.00245
30.15800,1.27671,4730.34292,0.12566,48.96506,0.06169,0.00247
30.19200,1.27811,4738.16380,0.12580,49.04601,0.06148,0.00246
30.22600,1.27961,4745.92030,0.12595,49.12630,0.06154,0.00246
30.26000,1.28100,4754.89095,0.12608,49.21916,0.06134,0.00245
30.29400,1.28234,4763.39713,0.12621,49.30721,0.06160,0.00246
30.32800,1.28378,4770.55371,0.12636,49.38129,0.06129,0.00245
30.36200,1.28534,4780.09343,0.12651,49.48004,0.06175,0.00247
30.39600,1.28678,4790.95280,0.12665,49.59245,0.06136,0.00245
30.43000,1.28818,4799.12147,0.12679,49.67700,0.06157,0.00246
30.46400,1.28962,4806.87305,0.12693,49.75724,0.06139,0.00246
30.49800,1.29107,4815.81286,0.12707,49.84978,0.06162,0.00246
30.53200,1.29246,4824.71198,0.12721,49.94190,0.06149,0.00246
30.56600,1.29386,4832.08090,0.12735,50.01818,0.06157,0.00246
30.60000,1.29546,4841.38682,0.12751,50.11450,0.06149,0.00246
30.63400,1.29691,4852.29850,0.12765,50.22745,0.06140,0.00246
30.66800,1.29825,4861.14129,0.12778,50.31899,0.06161,0.00246
30.70200,1.29970,4868.77888,0.12792,50.39805,0.06149,0.00246
30.73600,1.30120,4877.38118,0.12807,50.48709,0.06160,0.00246
30.77000,1.30253,4886.26912,0.12820,50.57909,0.06135,0.00245
30.80400,1.30393,4893.67515,0.12834,50.65575,0.06155,0.00246
30.83800,1.30548,4902.75532,0.12849,50.74975,0.06146,0.00246
30.87200,1.30698,4913.69560,0.12864,50.86299,0.06163,0.00247
30.90600,1.30832,4922.48073,0.12877,50.95393,0.06141,0.00246
30.94000,1.30977,4930.02892,0.12891,51.03206,0.06168,0.00247
30.97400,1.31127,4939.20833,0.12906,51.12708,0.06131,0.00245
31.00800,1.31261,4948.38238,0.12919,51.22204,0.06164,0.00247
31.04200,1.31400,4956.09730,0.12933,51.30190,0.06146,0.00246
31.07600,1.31561,4964.84667,0.12949,51.39247,0.06164,0.00247
31.11000,1.31711,4975.85446,0.12964,51.50641,0.06146,0.00246
31.14400,1.31845,4984.97307,0.12977,51.60080,0.06145,0.00246
31.17800,1.31989,4992.44481,0.12991,51.67815,0.06151,0.00246
31.21200,1.32134,5001.22726,0.13005,51.76906,0.06156,0.00246
31.24600,1.32273,5010.44154,0.13019,51.86444,0.06154,0.00246
31.28000,1.32407,5018.37775,0.13032,51.94658,0.06149,0.00246
31.31400,1.32568,5027.34303,0.13048,52.03939,0.06149,0.00246
31.34800,1.32718,5038.33696,0.13063,52.15319,0.06147,0.00246
31.38200,1.32852,5047.49894,0.13076,52.24803,0.06153,0.00246
31.41600,1.32991,5054.74940,0.13090,52.32308,0.06158,0.00246
31.45000,1.33141,5063.30207,0.13104,52.41161,0.06148,0.00246
31.48400,1.33280,5072.57089,0.13118,52.50755,0.06149,0.00246
31.51800,1.33414,5080.75029,0.13131,52.59222,0.06156,0.00246
31.55200,1.33570,5089.13666,0.13147,52.67903,0.06140,0.00246
31.58600,1.33720,5099.96027,0.13161,52.79107,0.06168,0.00247
31.62000,1.33859,5109.73334,0.13175,52.89223,0.06147,0.00246
31.65400,1.33998,5117.65569,0.13189,52.97424,0.06153,0.00246
31.68800,1.34143,5125.92718,0.13203,53.05986,0.06144,0.00246
31.72200,1.34287,5135.25903,0.13217,53.15645,0.06160,0.00246
31.75600,1.34421,5143.69726,0.13230,53.24380,0.06144,0.00246
31.79000,1.34571,5151.77786,0.13245,53.32745,0.06165,0.00247
31.82400,1.34727,5162.74184,0.13261,53.44094,0.06141,0.00246
31.85800,1.34871,5172.86718,0.13275,53.54575,0.06159,0.00246
31.89200,1.35005,5181.00411,0.13288,53.62997,0.06143,0.00246
31.92600,1.35155,5189.45307,0.13303,53.71743,0.06161,0.00246
31.96000,1.35295,5198.89310,0.13316,53.81515,0.06149,0.00246
31.99400,1.35428,5207.45292,0.13330,53.90375,0.06150,0.00246
32.02800,1.35578,5215.06235,0.13344,53.98252,0.06156,0.00246
32.06200,1.35739,5226.12825,0.13360,54.09707,0.06148,0.00246
32.09600,1.35878,5236.37921,0.13374,54.20318,0.06150,0.00246
32.13000,1.36012,5244.35163,0.13387,54.28570,0.06154,0.00246
32.16400,1.36162,5252.53907,0.13402,54.37045,0.06162,0.00246
32.19800,1.36302,5261.88478,0.13416,54.46719,0.06136,0.00245
32.23200,1.36436,5270.40392,0.13429,54.55538,0.06167,0.00247
32.26600,1.36586,5278.46977,0.13443,54.63887,0.06131,0.00245
32.30000,1.36746,5289.23616,0.13459,54.75031,0.06171,0.00247
32.33400,1.36886,5299.68917,0.13473,54.85852,0.06137,0.00245
32.36800,1.37025,5307.84577,0.13487,54.94295,0.06163,0.00247
32.40200,1.37170,5316.17180,0.13501,55.02913,0.06143,0.00246
32.43600,1.37314,5325.25107,0.13515,55.12311,0.06154,0.00246
32.47000,1.37448,5334.17210,0.13528,55.21546,0.06154,0.00246
32.50400,1.37593,5342.27863,0.13543,55.29937,0.06156,0.00246
32.53800,1.37753,5352.51170,0.13558,55.40530,0.06148,0.00246
32.57200,1.37893,5363.25976,0.13572,55.51655,0.06157,0.00246
32.60600,1.38032,5371.67206,0.13586,55.60363,0.06143,0.00246
32.64000,1.38177,5380.24753,0.13600,55.69240,0.06157,0.00246
32.67400,1.38321,5389.55167,0.13614,55.78871,0.06158,0.00246
32.70800,1.38455,5398.27108,0.13627,55.87896,0.06141,0.00246
32.74200,1.38600,5406.33336,0.13642,55.96242,0.06160,0.00246
32.77600,1.38761,5416.42249,0.13658,56.06685,0.06134,0.00245
32.81000,1.38900,5427.09991,0.13671,56.17738,0.06168,0.00247
32.84400,1.39034,5435.53501,0.13684,56.26469,0.06133,0.00245
32.87800,1.39184,5443.69385,0.13699,56.34915,0.06174,0.00247
32.91200,1.39323,5453.40791,0.13713,56.44970,0.06132,0.00245
32.94600,1.39462,5462.35263,0.13727,56.54229,0.06155,0.00246
32.98000,1.39602,5470.45782,0.13740,56.62619,0.06164,0.00247
33.01400,1.39762,5480.72040,0.13756,56.73242,0.06134,0.00245
33.04800,1.39912,5491.86543,0.13771,56.84778,0.06166,0.00247
33.08200,1.40046,5500.46012,0.13784,56.93675,0.06156,0.00246
33.11600,1.40191,5508.41331,0.13798,57.01908,0.06114,0.00245
33.15000,1.40336,5518.11263,0.13813,57.11948,0.06193,0.00248
33.18400,1.40470,5527.38950,0.13826,57.21550,0.06123,0.00245
33.21800,1.40614,5535.49558,0.13840,57.29941,0.06173,0.00247
33.25200,1.40775,5545.29414,0.13856,57.40084,0.06127,0.00245
33.28600,1.40920,5556.52186,0.13870,57.51706,0.06170,0.00247
33.32000,1.41053,5565.87383,0.13883,57.61386,0.06127,0.00245
33.35400,1.41198,5573.85698,0.13897,57.69650,0.06163,0.00247
33.38800,1.41348,5582.96666,0.13912,57.79080,0.06166,0.00247
33.42200,1.41482,5592.02805,0.13925,57.88459,0.06118,0.00245
33.45600,1.41616,5599.89855,0.13939,57.96606,0.06177,0.00247
33.49000,1.41782,5609.61977,0.13955,58.06669,0.06134,0.00245
33.52400,1.41927,5621.15416,0.13969,58.18609,0.06161,0.00246
33.55800,1.42061,5630.38453,0.13982,58.28163,0.06155,0.00246
33.59200,1.42205,5638.58315,0.13997,58.36650,0.06142,0.00246
33.62600,1.42355,5648.31510,0.14011,58.46724,0.06157,0.00246
33.66000,1.42489,5657.38320,0.14025,58.56110,0.06140,0.00246
33.69400,1.42623,5665.17502,0.14038,58.64176,0.06158,0.00246
33.72800,1.42784,5674.45144,0.14054,58.73778,0.06161,0.00246
33.76200,1.42934,5686.18834,0.14068,58.85927,0.06133,0.00245
33.79600,1.43073,5695.65564,0.14082,58.95727,0.06159,0.00246
33.83000,1.43218,5703.80196,0.14096,59.04160,0.06137,0.00245
33.86400,1.43362,5713.54017,0.14110,59.14240,0.06165,0.00247
33.89800,1.43496,5723.07006,0.14124,59.24105,0.06137,0.00245
33.93200,1.43630,5730.98436,0.14137,59.32297,0.06170,0.00247
33.96600,1.43791,5739.93444,0.14153,59.41561,0.06124,0.00245
34.00000,1.43941,5751.28153,0.14167,59.53307,0.06168,0.00247
34.03400,1.44080,5760.74883,0.14181,59.63107,0.06141,0.00246
34.06800,1.44220,5769.18572,0.14195,59.71840,0.06162,0.00246
34.10200,1.44370,5778.62844,0.14210,59.81615,0.06155,0.00246
34.13600,1.44503,5788.26070,0.14223,59.91585,0.06131,0.00245
34.17000,1.44637,5796.32208,0.14236,59.99930,0.06163,0.00247
34.20400,1.44793,5805.12330,0.14251,60.09040,0.06135,0.00245
34.23800,1.44948,5816.46368,0.14267,60.20779,0.06167,0.00247
34.27200,1.45087,5826.68737,0.14280,60.31362,0.06137,0.00245
34.30600,1.45227,5834.95796,0.14294,60.39923,0.06157,0.00246
34.34000,1.45377,5844.36134,0.14309,60.49656,0.06134,0.00245
34.37400,1.45511,5853.63194,0.14322,60.59253,0.06170,0.00247
34.40800,1.45645,5862.10415,0.14335,60.68022,0.06136,0.00245
34.44200,1.45805,5870.93756,0.14351,60.77166,0.06168,0.00247
34.47600,1.45955,5882.53990,0.14366,60.89176,0.06128,0.00245
34.51000,1.46100,5892.79622,0.14380,60.99793,0.06160,0.00246
34.54400,1.46234,5901.12761,0.14393,61.08417,0.06149,0.00246
34.57800,1.46384,5910.28646,0.14408,61.17897,0.06162,0.00246
34.61200,1.46523,5919.83914,0.14422,61.27786,0.06145,0.00246
34.64600,1.46657,5928.29436,0.14435,61.36538,0.06154,0.00246
34.68000,1.46807,5936.56808,0.14450,61.45102,0.06147,0.00246
34.71400,1.46962,5947.98714,0.14465,61.56922,0.06150,0.00246
34.74800,1.47107,5958.38472,0.14479,61.67685,0.06161,0.00246
34.78200,1.47241,5967.34017,0.14492,61.76955,0.06144,0.00246
34.81600,1.47391,5976.44091,0.14507,61.86376,0.06143,0.00246
34.85000,1.47530,5985.94755,0.14521,61.96216,0.06161,0.00246
34.88400,1.47664,5994.51274,0.14534,62.05082,0.06143,0.00246
34.91800,1.47814,6002.63402,0.14549,62.13489,0.06155,0.00246
34.95200,1.47970,6014.17959,0.14564,62.25440,0.06164,0.00247
34.98600,1.48109,6024.95715,0.14578,62.36596,0.06129,0.00245
35.02000,1.48248,6033.64304,0.14591,62.45587,0.06167,0.00247
35.05400,1.48398,6042.68298,0.14606,62.54945,0.06137,0.00245
35.08800,1.48537,6052.45426,0.14620,62.65059,0.06160,0.00246
35.12200,1.48671,6061.69403,0.14633,62.74623,0.06156,0.00246
35.15600,1.48821,6069.91723,0.14648,62.83135,0.06148,0.00246
35.19000,1.48977,6080.80566,0.14663,62.94406,0.06146,0.00246
35.22400,1.49116,6091.96007,0.14677,63.05953,0.06159,0.00246
35.25800,1.49255,6100.60304,0.14690,63.14899,0.06144,0.00246
35.29200,1.49405,6109.56341,0.14705,63.24174,0.06162,0.00246
35.32600,1.49545,6119.90690,0.14719,63.34881,0.06141,0.00246
35.36000,1.49678,6129.08900,0.14732,63.44386,0.06156,0.00246
35.39400,1.49823,6137.27421,0.14746,63.52858,0.06145,0.00246
35.42800,1.49984,6147.91542,0.14762,63.63873,0.06155,0.00246
35.46200,1.50128,6159.27145,0.14776,63.75628,0.06157,0.00246
35.49600,1.50262,6168.12810,0.14790,63.84796,0.06145,0.00246
35.53000,1.50412,6176.75409,0.14804,63.93725,0.06156,0.00246
35.56400,1.50557,6186.69212,0.14819,64.04012,0.06140,0.00246
35.59800,1.50691,6196.26313,0.14832,64.13919,0.06158,0.00246
35.63200,1.50836,6204.49439,0.14846,64.22440,0.06149,0.00246
35.66600,1.50991,6215.10074,0.14861,64.33419,0.06161,0.00246
35.70000,1.51141,6226.62351,0.14876,64.45346,0.06143,0.00246
35.73400,1.51275,6235.74123,0.14889,64.54784,0.06152,0.00246
35.76800,1.51420,6244.18795,0.14903,64.63528,0.06151,0.00246
35.80200,1.51564,6253.85597,0.14918,64.73535,0.06167,0.00247
35.83600,1.51698,6263.33356,0.14931,64.83346,0.06132,0.00245
35.87000,1.51837,6271.97251,0.14945,64.92288,0.06166,0.00247
35.90400,1.51998,6282.08846,0.14960,65.02760,0.06133,0.00245
35.93800,1.52143,6293.74176,0.14975,65.14822,0.06169,0.00247
35.97200,1.52277,6302.83266,0.14988,65.24232,0.06132,0.00245
36.00600,1.52427,6311.55163,0.15003,65.33258,0.06171,0.00247
36.04000,1.52571,6321.48027,0.15017,65.43535,0.06133,0.00245
36.07400,1.52705,6331.09421,0.15030,65.53487,0.06164,0.00247
36.10800,1.52845,6339.13770,0.15044,65.61813,0.06153,0.00246
36.14200,1.53005,6348.97783,0.15060,65.71999,0.06143,0.00246
