Break (Standard) : Extension at Break (Standard),2.03373,mm
36.17600,1.53155,6360.87656,0.15074,65.84315,0.06172,0.00247
36.21000,1.53289,6370.62192,0.15088,65.94403,0.06122,0.00245
36.24400,1.53434,6379.21438,0.15102,66.03297,0.06180,0.00247
36.27800,1.53578,6389.11486,0.15116,66.13546,0.06130,0.00245
36.31200,1.53718,6399.28088,0.15130,66.24069,0.06171,0.00247
36.34600,1.53852,6407.47949,0.15143,66.32555,0.06143,0.00246
36.38000,1.54012,6417.06213,0.15159,66.42475,0.06146,0.00246
36.41400,1.54162,6428.81647,0.15173,66.54642,0.06162,0.00246
36.44800,1.54296,6438.52383,0.15187,66.64690,0.06138,0.00246
36.48200,1.54436,6447.02286,0.15200,66.73488,0.06162,0.00246
36.51600,1.54586,6456.88131,0.15215,66.83692,0.06148,0.00246
36.55000,1.54725,6466.77420,0.15229,66.93933,0.06149,0.00246
36.58400,1.54859,6475.53250,0.15242,67.02999,0.06167,0.00247
36.61800,1.55020,6485.11112,0.15258,67.12914,0.06121,0.00245
36.65200,1.55170,6496.84712,0.15273,67.25062,0.06184,0.00247
36.68600,1.55303,6506.67161,0.15286,67.35232,0.06131,0.00245
36.72000,1.55443,6515.11878,0.15299,67.43976,0.06168,0.00247
36.75400,1.55593,6524.48818,0.15314,67.53674,0.06134,0.00245
36.78800,1.55732,6534.58402,0.15328,67.64125,0.06165,0.00247
36.82200,1.55866,6543.64184,0.15341,67.73501,0.06146,0.00246
36.85600,1.56021,6552.94955,0.15356,67.83135,0.06162,0.00246
36.89000,1.56171,6565.04452,0.15371,67.95655,0.06150,0.00246
36.92400,1.56311,6575.72731,0.15385,68.06713,0.06136,0.00245
36.95800,1.56455,6584.26479,0.15399,68.15550,0.06166,0.00247
36.99200,1.56600,6593.72315,0.15413,68.25341,0.06146,0.00246
37.02600,1.56739,6603.74746,0.15427,68.35718,0.06159,0.00246
37.06000,1.56873,6612.42798,0.15440,68.44703,0.06142,0.00246
37.09400,1.57028,6621.47105,0.15456,68.54064,0.06155,0.00246
37.12800,1.57184,6633.48913,0.15471,68.66504,0.06139,0.00246
37.16200,1.57323,6644.45803,0.15485,68.77858,0.06169,0.00247
37.19600,1.57462,6653.01338,0.15498,68.86714,0.06140,0.00246
37.23000,1.57607,6662.44492,0.15513,68.96477,0.06164,0.00247
37.26400,1.57746,6672.59708,0.15526,69.06986,0.06131,0.00245
37.29800,1.57886,6681.58516,0.15540,69.16289,0.06160,0.00246
37.33200,1.58036,6690.54329,0.15555,69.25562,0.06148,0.00246
37.36600,1.58191,6702.27081,0.15570,69.37702,0.06165,0.00247
37.40000,1.58330,6713.69299,0.15584,69.49525,0.06130,0.00245
37.43400,1.58470,6722.50405,0.15597,69.58646,0.06159,0.00246
37.46800,1.58614,6731.83858,0.15612,69.68308,0.06145,0.00246
37.50200,1.58759,6741.64653,0.15626,69.78461,0.06157,0.00246
37.53600,1.58893,6751.16703,0.15639,69.88316,0.06153,0.00246
37.57000,1.59043,6760.06749,0.15654,69.97529,0.06143,0.00246
37.60400,1.59203,6771.39312,0.15670,70.09252,0.06162,0.00246
37.63800,1.59343,6782.83006,0.15683,70.21091,0.06141,0.00246
37.67200,1.59477,6791.78327,0.15697,70.30358,0.06155,0.00246
37.70600,1.59627,6800.95419,0.15711,70.39852,0.06158,0.00246
37.74000,1.59766,6811.24359,0.15725,70.50502,0.06141,0.00246
37.77400,1.59900,6820.53566,0.15738,70.60121,0.06168,0.00247
37.80800,1.60050,6829.24882,0.15753,70.69140,0.06142,0.00246
37.84200,1.60205,6840.62183,0.15768,70.80913,0.06154,0.00246
37.87600,1.60345,6852.12493,0.15782,70.92820,0.06161,0.00246
37.91000,1.60484,6861.10809,0.15796,71.02118,0.06136,0.00245
37.94400,1.60628,6870.08142,0.15810,71.11407,0.06169,0.00247
37.97800,1.60768,6880.39005,0.15824,71.22078,0.06127,0.00245
38.01200,1.60902,6890.07372,0.15837,71.32102,0.06167,0.00247
38.04600,1.61052,6898.83515,0.15852,71.41171,0.06134,0.00245
38.08000,1.61212,6910.22739,0.15867,71.52963,0.06164,0.00247
38.11400,1.61352,6922.02821,0.15881,71.65179,0.06147,0.00246
38.14800,1.61486,6931.20003,0.15894,71.74673,0.06144,0.00246
38.18200,1.61636,6940.22611,0.15909,71.84016,0.06155,0.00246
38.21600,1.61780,6950.54591,0.15923,71.94698,0.06145,0.00246
38.25000,1.61914,6960.26981,0.15936,72.04763,0.06156,0.00246
38.28400,1.62059,6968.99951,0.15951,72.13800,0.06162,0.00246
38.31800,1.62220,6979.95231,0.15966,72.25137,0.06137,0.00245
38.35200,1.62364,6991.75626,0.15981,72.37356,0.06155,0.00246
38.38600,1.62498,7001.54454,0.15994,72.47488,0.06151,0.00246
38.42000,1.62648,7010.57956,0.16009,72.56840,0.06141,0.00246
38.45400,1.62787,7020.88639,0.16022,72.67509,0.06165,0.00247
38.48800,1.62927,7030.45115,0.16036,72.77410,0.06136,0.00245
38.52200,1.63066,7039.52283,0.16050,72.86800,0.06152,0.00246
38.55600,1.63227,7050.17835,0.16066,72.97830,0.06149,0.00246
38.59000,1.63371,7062.17229,0.16080,73.10245,0.06156,0.00246
38.62400,1.63511,7071.80142,0.16094,73.20213,0.06146,0.00246
38.65800,1.63655,7080.91512,0.16108,73.29647,0.06162,0.00246
38.69200,1.63800,7091.07935,0.16122,73.40168,0.06133,0.00245
38.72600,1.63934,7100.95480,0.16135,73.50390,0.06169,0.00247
38.76000,1.64073,7109.00277,0.16149,73.58721,0.06143,0.00246
38.79400,1.64234,7120.01055,0.16165,73.70115,0.06161,0.00246
38.82800,1.64378,7132.47344,0.16179,73.83016,0.06138,0.00246
38.86200,1.64518,7142.18482,0.16193,73.93069,0.06161,0.00246
38.89600,1.64662,7151.05981,0.16207,74.02255,0.06149,0.00246
38.93000,1.64807,7161.06445,0.16221,74.12611,0.06153,0.00246
38.96400,1.64941,7170.91173,0.16234,74.22805,0.06151,0.00246
38.99800,1.65080,7179.51804,0.16248,74.31713,0.06148,0.00246
39.03200,1.65236,7189.78330,0.16263,74.42339,0.06155,0.00246
39.06600,1.65386,7202.19612,0.16278,74.55188,0.06144,0.00246
39.10000,1.65525,7212.68892,0.16292,74.66049,0.06154,0.00246
39.13400,1.65664,7221.61800,0.16306,74.75292,0.06144,0.00246
39.16800,1.65814,7231.76301,0.16320,74.85793,0.06165,0.00247
39.20200,1.65948,7242.05464,0.16333,74.96447,0.06145,0.00246
39.23600,1.66082,7250.83977,0.16347,75.05540,0.06153,0.00246
39.27000,1.66243,7261.01205,0.16362,75.16070,0.06144,0.00246
39.30400,1.66393,7273.31623,0.16377,75.28806,0.06157,0.00246
39.33800,1.66532,7283.56004,0.16391,75.39410,0.06147,0.00246
39.37200,1.66671,7292.51817,0.16405,75.48683,0.06156,0.00246
39.40600,1.66816,7302.79729,0.16419,75.59323,0.06157,0.00246
39.44000,1.66955,7313.51987,0.16433,75.70422,0.06140,0.00246
39.47400,1.67089,7322.19636,0.16446,75.79403,0.06165,0.00247
39.50800,1.67250,7331.99000,0.16462,75.89541,0.06142,0.00246
39.54200,1.67405,7344.48642,0.16477,76.02476,0.06152,0.00246
39.57600,1.67539,7354.84868,0.16490,76.13203,0.06166,0.00247
39.61000,1.67684,7363.88549,0.16504,76.22557,0.06129,0.00245
39.64400,1.67828,7374.17445,0.16519,76.33207,0.06180,0.00247
39.67800,1.67968,7384.63193,0.16532,76.44032,0.06118,0.00245
39.71200,1.68102,7393.48233,0.16545,76.53193,0.06186,0.00247
39.74600,1.68262,7403.15259,0.16561,76.63203,0.06131,0.00245
39.78000,1.68412,7415.26142,0.16576,76.75738,0.06161,0.00246
39.81400,1.68552,7426.04882,0.16590,76.86904,0.06150,0.00246
39.84800,1.68691,7435.39095,0.16603,76.96574,0.06145,0.00246
39.88200,1.68841,7445.08758,0.16618,77.06611,0.06167,0.00247
39.91600,1.68975,7455.94293,0.16631,77.17848,0.06138,0.00246
39.95000,1.69109,7464.83177,0.16645,77.27049,0.06165,0.00247
39.98400,1.69264,7473.92982,0.16660,77.36467,0.06137,0.00245
40.01800,1.69420,7486.21881,0.16675,77.49187,0.06161,0.00246
40.05200,1.69559,7497.50510,0.16689,77.60870,0.06155,0.00246
40.08600,1.69698,7506.72609,0.16703,77.70415,0.06152,0.00246
40.12000,1.69843,7516.73073,0.16717,77.80771,0.06156,0.00246
40.15400,1.69982,7526.93564,0.16731,77.91335,0.06148,0.00246
40.18800,1.70116,7536.13651,0.16744,78.00859,0.06145,0.00246
40.22200,1.70271,7545.32307,0.16759,78.10368,0.06156,0.00246
40.25600,1.70421,7557.40732,0.16774,78.22877,0.06159,0.00246
40.29000,1.70561,7568.90953,0.16787,78.34783,0.06139,0.00246
40.32400,1.70700,7577.96556,0.16801,78.44157,0.06161,0.00246
40.35800,1.70850,7587.66353,0.16816,78.54196,0.06144,0.00246
40.39200,1.70989,7598.22696,0.16830,78.65130,0.06150,0.00246
40.42600,1.71123,7608.02060,0.16843,78.75268,0.06170,0.00247
40.46000,1.71273,7616.89514,0.16858,78.84454,0.06135,0.00245
40.49400,1.71428,7628.71742,0.16873,78.96692,0.06170,0.00247
40.52800,1.71573,7640.63805,0.16887,79.09031,0.06124,0.00245
40.56200,1.71707,7650.07496,0.16900,79.18799,0.06177,0.00247
40.59600,1.71857,7659.51812,0.16915,79.28574,0.06143,0.00246
40.63000,1.72002,7670.37749,0.16929,79.39815,0.06164,0.00247
40.66400,1.72130,7680.24623,0.16942,79.50031,0.06137,0.00245
40.69800,1.72280,7689.09037,0.16957,79.59185,0.06163,0.00247
40.73200,1.72436,7700.36995,0.16972,79.70861,0.06148,0.00246
40.76600,1.72580,7712.28611,0.16986,79.83196,0.06162,0.00246
40.80000,1.72720,7722.00108,0.17000,79.93252,0.06143,0.00246
40.83400,1.72864,7731.28510,0.17014,80.02862,0.06148,0.00246
40.86800,1.73009,7742.44130,0.17028,80.14410,0.06170,0.00247
40.90200,1.73143,7752.60240,0.17042,80.24928,0.06128,0.00245
40.93600,1.73287,7761.29454,0.17056,80.33926,0.06186,0.00247
40.97000,1.73448,7772.49902,0.17072,80.45524,0.06117,0.00245
41.00400,1.73593,7784.38658,0.17086,80.57829,0.06177,0.00247
41.03800,1.73727,7793.85746,0.17099,80.67633,0.06133,0.00245
41.07200,1.73871,7803.12091,0.17113,80.77221,0.06166,0.00247
41.10600,1.74016,7814.09025,0.17128,80.88576,0.06143,0.00246
41.14000,1.74150,7824.60898,0.17141,80.99464,0.06160,0.00246
41.17400,1.74289,7833.50408,0.17154,81.08672,0.06155,0.00246
41.20800,1.74450,7844.44571,0.17170,81.19998,0.06142,0.00246
41.24200,1.74600,7856.66406,0.17185,81.32645,0.06158,0.00246
41.27600,1.74728,7866.82248,0.17198,81.43161,0.06154,0.00246
41.31000,1.74878,7875.87404,0.17212,81.52530,0.06144,0.00246
41.34400,1.75023,7886.77096,0.17227,81.63810,0.06168,0.00247
41.37800,1.75157,7897.31920,0.17240,81.74729,0.06130,0.00245
41.41200,1.75302,7906.45301,0.17254,81.84183,0.06159,0.00246
41.44600,1.75462,7917.31149,0.17270,81.95423,0.06163,0.00247
41.48000,1.75607,7929.57723,0.17284,82.08120,0.06144,0.00246
41.51400,1.75741,7939.84294,0.17297,82.18746,0.06163,0.00247
41.54800,1.75886,7948.84443,0.17312,82.28064,0.06137,0.00245
41.58200,1.76030,7959.40340,0.17326,82.38994,0.06154,0.00246
41.61600,1.76170,7969.88636,0.17340,82.49845,0.06149,0.00246
41.65000,1.76309,7978.72603,0.17353,82.58995,0.06165,0.00247
41.68400,1.76464,7989.38334,0.17369,82.70027,0.06142,0.00246
41.71800,1.76614,8001.90032,0.17383,82.82983,0.06146,0.00246
41.75200,1.76748,8012.60948,0.17396,82.94069,0.06156,0.00246
41.78600,1.76893,8021.84522,0.17411,83.03629,0.06152,0.00246
41.82000,1.77037,8032.07070,0.17425,83.14214,0.06151,0.00246
41.85400,1.77177,8042.67704,0.17439,83.25192,0.06160,0.00246
41.88800,1.77316,8052.05405,0.17452,83.34899,0.06132,0.00245
41.92200,1.77471,8062.23482,0.17468,83.45437,0.06169,0.00247
41.95600,1.77621,8074.92971,0.17482,83.58578,0.06138,0.00246
41.99000,1.77755,8085.82932,0.17496,83.69861,0.06171,0.00247
42.02400,1.77900,8094.87462,0.17510,83.79224,0.06146,0.00246
42.05800,1.78045,8105.12066,0.17524,83.89830,0.06151,0.00246
42.09200,1.78184,8115.88079,0.17538,84.00968,0.06148,0.00246
42.12600,1.78318,8125.42230,0.17551,84.10844,0.06161,0.00246
42.16000,1.78478,8135.24634,0.17567,84.21013,0.06149,0.00246
42.19400,1.78628,8147.57377,0.17582,84.33774,0.06157,0.00246
42.22800,1.78768,8158.83547,0.17595,84.45431,0.06151,0.00246
42.26200,1.78907,8168.12217,0.17609,84.55044,0.06149,0.00246
42.29600,1.79052,8178.27165,0.17623,84.65550,0.06157,0.00246
42.33000,1.79191,8188.72422,0.17637,84.76370,0.06150,0.00246
42.36400,1.79325,8198.52233,0.17650,84.86512,0.06156,0.00246
42.39800,1.79486,8208.30882,0.17666,84.96642,0.06152,0.00246
42.43200,1.79636,8220.88122,0.17681,85.09656,0.06155,0.00246
42.46600,1.79775,8232.42813,0.17694,85.21609,0.06146,0.00246
42.50000,1.79914,8241.74702,0.17708,85.31255,0.06157,0.00246
42.53400,1.80059,8251.87951,0.17722,85.41744,0.06159,0.00246
42.56800,1.80203,8262.81488,0.17737,85.53063,0.06155,0.00246
42.60200,1.80337,8272.50123,0.17750,85.63090,0.06140,0.00246
42.63600,1.80487,8282.09460,0.17765,85.73020,0.06164,0.00247
42.67000,1.80648,8294.47031,0.17780,85.85830,0.06140,0.00246
42.70400,1.80782,8306.32478,0.17794,85.98101,0.06175,0.00247
42.73800,1.80921,8315.77241,0.17807,86.07881,0.06134,0.00245
42.77200,1.81071,8325.89328,0.17822,86.18357,0.06162,0.00246
42.80600,1.81211,8336.49516,0.17836,86.29332,0.06146,0.00246
42.84000,1.81345,8346.45241,0.17849,86.39639,0.06155,0.00246
42.87400,1.81500,8355.78024,0.17864,86.49294,0.06157,0.00246
42.90800,1.81655,8368.16132,0.17879,86.62110,0.06157,0.00246
42.94200,1.81795,8380.30100,0.17893,86.74676,0.06152,0.00246
42.97600,1.81928,8389.63240,0.17906,86.84335,0.06148,0.00246
43.01000,1.82078,8399.62363,0.17921,86.94678,0.06148,0.00246
43.04400,1.82218,8410.30419,0.17935,87.05733,0.06162,0.00246
43.07800,1.82352,8420.25787,0.17948,87.16037,0.06158,0.00246
43.11200,1.82502,8429.93975,0.17963,87.26059,0.06148,0.00246
43.14600,1.82657,8442.12055,0.17978,87.38667,0.06151,0.00246
43.18000,1.82796,8454.45871,0.17992,87.51439,0.06148,0.00246
43.21400,1.82936,8464.05476,0.18005,87.61372,0.06165,0.00247
43.24800,1.83080,8473.72502,0.18020,87.71382,0.06152,0.00246
43.28200,1.83225,8484.98583,0.18034,87.83038,0.06148,0.00246
43.31600,1.83359,8495.20057,0.18047,87.93612,0.06154,0.00246
43.35000,1.83509,8504.63033,0.18062,88.03373,0.06137,0.00245
43.38400,1.83664,8516.81828,0.18077,88.15989,0.06171,0.00247
43.41800,1.83809,8529.18863,0.18091,88.28794,0.06153,0.00246
43.45200,1.83943,8539.12801,0.18105,88.39082,0.06150,0.00246
43.48600,1.84093,8548.67131,0.18119,88.48961,0.06163,0.00247
43.52000,1.84237,8559.75688,0.18134,88.60436,0.06130,0.00245
43.55400,1.84366,8569.77582,0.18146,88.70807,0.06167,0.00247
43.58800,1.84511,8579.01156,0.18160,88.80367,0.06154,0.00246
43.62200,1.84671,8590.84368,0.18176,88.92615,0.06156,0.00246
43.65600,1.84816,8603.55824,0.18191,89.05776,0.06151,0.00246
43.69000,1.84955,8613.51460,0.18204,89.16082,0.06139,0.00246
43.72400,1.85100,8623.31808,0.18218,89.26230,0.06166,0.00247
43.75800,1.85245,8634.28563,0.18233,89.37582,0.06145,0.00246
43.79200,1.85378,8644.46104,0.18246,89.48115,0.06178,0.00247
43.82600,1.85523,8653.56982,0.18260,89.57544,0.06118,0.00245
43.86000,1.85684,8665.39568,0.18276,89.69785,0.06180,0.00247
43.89400,1.85828,8678.33734,0.18290,89.83182,0.06128,0.00245
43.92800,1.85962,8688.51900,0.18303,89.93721,0.06170,0.00247
43.96200,1.86107,8697.91567,0.18318,90.03448,0.06163,0.00247
43.99600,1.86252,8708.74196,0.18332,90.14654,0.06142,0.00246
44.03000,1.86386,8718.82528,0.18345,90.25092,0.06154,0.00246
44.06400,1.86525,8727.99128,0.18359,90.34580,0.06149,0.00246
44.09800,1.86686,8739.32809,0.18375,90.46315,0.06162,0.00246
44.13200,1.86836,8752.26796,0.18389,90.59709,0.06158,0.00246
44.16600,1.86970,8762.63380,0.18403,90.70439,0.06153,0.00246
44.20000,1.87114,8772.07786,0.18417,90.80215,0.06155,0.00246
44.23400,1.87259,8782.79239,0.18431,90.91306,0.06131,0.00245
44.26800,1.87393,8793.34241,0.18444,91.02226,0.06185,0.00247
44.30200,1.87532,8802.41811,0.18458,91.11621,0.06135,0.00245
44.33600,1.87693,8813.60024,0.18474,91.23196,0.06166,0.00247
44.37000,1.87837,8826.43461,0.18488,91.36481,0.06148,0.00246
44.40400,1.87977,8837.37445,0.18502,91.47805,0.06127,0.00245
44.43800,1.88116,8847.08136,0.18515,91.57853,0.06187,0.00247
44.47200,1.88261,8857.97828,0.18530,91.69133,0.06138,0.00246
44.50600,1.88400,8868.68745,0.18543,91.80218,0.06175,0.00247
44.54000,1.88539,8878.05909,0.18557,91.89919,0.06122,0.00245
44.57400,1.88700,8888.51613,0.18573,92.00743,0.06171,0.00247
44.60800,1.88850,8901.86459,0.18588,92.14561,0.06134,0.00245
44.64200,1.88984,8913.07801,0.18601,92.26168,0.06194,0.00248
44.67600,1.89128,8922.82963,0.18615,92.36262,0.06133,0.00245
44.71000,1.89273,8933.50303,0.18629,92.47311,0.06147,0.00246
44.74400,1.89412,8944.44108,0.18643,92.58633,0.06152,0.00246
44.77800,1.89546,8953.81182,0.18656,92.68333,0.06154,0.00246
44.81200,1.89707,8964.00064,0.18672,92.78879,0.06162,0.00246
44.84600,1.89857,8977.07283,0.18687,92.92411,0.06159,0.00246
44.88000,1.89996,8988.60365,0.18700,93.04347,0.06144,0.00246
44.91400,1.90136,8998.11566,0.18714,93.14193,0.06129,0.00245
44.94800,1.90286,9008.47256,0.18729,93.24914,0.06179,0.00247
44.98200,1.90420,9019.55634,0.18742,93.36387,0.06145,0.00246
45.01600,1.90559,9029.17027,0.18756,93.46338,0.06167,0.00247
45.05000,1.90714,9039.33585,0.18771,93.56861,0.06147,0.00246
45.08400,1.90864,9052.20956,0.18786,93.70187,0.06142,0.00246
45.11800,1.91003,9063.42119,0.18800,93.81792,0.06153,0.00246
45.15200,1.91143,9073.24880,0.18813,93.91965,0.06180,0.00247
45.18600,1.91293,9084.04648,0.18828,94.03142,0.06141,0.00246
45.22000,1.91432,9095.16960,0.18842,94.14656,0.06156,0.00246
45.25400,1.91566,9104.76834,0.18855,94.24592,0.06137,0.00245
45.28800,1.91716,9114.59774,0.18870,94.34767,0.06158,0.00246
45.32200,1.91871,9127.66457,0.18885,94.48292,0.06152,0.00246
45.35600,1.92011,9139.18912,0.18899,94.60222,0.06170,0.00247
45.39000,1.92150,9148.77087,0.18912,94.70140,0.06133,0.00245
45.42400,1.92295,9158.99634,0.18927,94.80725,0.06160,0.00246
45.45800,1.92439,9170.49319,0.18941,94.92625,0.06141,0.00246
45.49200,1.92568,9180.68200,0.18954,95.03172,0.06172,0.00247
45.52600,1.92718,9190.19401,0.18968,95.13018,0.06153,0.00246
45.56000,1.92873,9202.70920,0.18984,95.25973,0.06152,0.00246
45.59400,1.93012,9214.78093,0.18997,95.38469,0.06144,0.00246
45.62800,1.93152,9224.38502,0.19011,95.48410,0.06152,0.00246
45.66200,1.93302,9234.75534,0.19026,95.59145,0.06166,0.00247
45.69600,1.93441,9246.36036,0.19039,95.71158,0.06156,0.00246
45.73000,1.93575,9256.80757,0.19053,95.81972,0.06157,0.00246
45.76400,1.93725,9266.42060,0.19067,95.91922,0.06129,0.00245
45.79800,1.93886,9278.89198,0.19083,96.04832,0.06173,0.00247
45.83200,1.94025,9291.16130,0.19097,96.17532,0.06135,0.00245
45.86600,1.94164,9300.79758,0.19111,96.27507,0.06175,0.00247
45.90000,1.94314,9310.83977,0.19125,96.37902,0.06146,0.00246
45.93400,1.94453,9322.15422,0.19139,96.49614,0.06142,0.00246
45.96800,1.94587,9332.48788,0.19152,96.60311,0.06150,0.00246
46.00200,1.94737,9342.15635,0.19167,96.70319,0.06168,0.00247
46.03600,1.94893,9354.28977,0.19182,96.82878,0.06144,0.00246
46.07000,1.95037,9366.76919,0.19197,96.95796,0.06167,0.00247
46.10400,1.95171,9376.77920,0.19210,97.06158,0.06134,0.00245
46.13800,1.95321,9386.58088,0.19225,97.16304,0.06166,0.00247
46.17200,1.95461,9398.01425,0.19238,97.28139,0.06136,0.00245
46.20600,1.95595,9408.57679,0.19251,97.39072,0.06186,0.00247
46.24000,1.95739,9418.06287,0.19266,97.48891,0.06130,0.00245
46.27400,1.95900,9429.92896,0.19281,97.61174,0.06164,0.00247
46.30800,1.96045,9442.68465,0.19296,97.74378,0.06139,0.00246
46.34200,1.96178,9452.91013,0.19309,97.84963,0.06151,0.00246
46.37600,1.96323,9462.46147,0.19323,97.94850,0.06172,0.00247
46.41000,1.96468,9473.78397,0.19337,98.06570,0.06139,0.00246
46.44400,1.96607,9484.61026,0.19351,98.17777,0.06163,0.00247
46.47800,1.96746,9494.04627,0.19365,98.27544,0.06138,0.00246
46.51200,1.96907,9505.66918,0.19381,98.39575,0.06154,0.00246
46.54600,1.97052,9518.48209,0.19395,98.52838,0.06170,0.00247
46.58000,1.97186,9529.02228,0.19408,98.63749,0.06148,0.00246
46.61400,1.97330,9538.57005,0.19422,98.73632,0.06151,0.00246
46.64800,1.97475,9549.71552,0.19437,98.85169,0.06150,0.00246
46.68200,1.97614,9560.26375,0.19450,98.96087,0.06151,0.00246
46.71600,1.97753,9570.40876,0.19464,99.06589,0.06161,0.00246
46.75000,1.97914,9581.87789,0.19480,99.18461,0.06155,0.00246
46.78400,1.98059,9594.87230,0.19494,99.31912,0.06151,0.00246
46.81800,1.98193,9605.63153,0.19507,99.43049,0.06152,0.00246
46.85200,1.98337,9614.96204,0.19521,99.52707,0.06154,0.00246
46.88600,1.98482,9626.25861,0.19536,99.64401,0.06145,0.00246
46.92000,1.98621,9637.38978,0.19549,99.75923,0.06171,0.00247
46.95400,1.98761,9647.33452,0.19563,99.86217,0.06140,0.00246
46.98800,1.98921,9658.34051,0.19579,99.97609,0.06158,0.00246
47.02200,1.99066,9671.47171,0.19593,100.11202,0.06146,0.00246
47.05600,1.99205,9682.42228,0.19607,100.22537,0.06154,0.00246
47.09000,1.99350,9692.01654,0.19621,100.32468,0.06167,0.00247
47.12400,1.99495,9703.09496,0.19635,100.43936,0.06146,0.00246
47.15800,1.99628,9714.25474,0.19648,100.55488,0.06158,0.00246
47.19200,1.99768,9723.65230,0.19662,100.65215,0.06145,0.00246
47.22600,1.99928,9734.59035,0.19678,100.76538,0.06161,0.00246
47.26000,2.00078,9747.98173,0.19693,100.90399,0.06150,0.00246
47.29400,2.00212,9759.31227,0.19706,101.02128,0.06161,0.00246
47.32800,2.00357,9768.73398,0.19720,101.11881,0.06153,0.00246
47.36200,2.00502,9779.60497,0.19734,101.23134,0.06149,0.00246
47.39600,2.00636,9790.71200,0.19748,101.34631,0.06153,0.00246
47.43000,2.00770,9800.46988,0.19761,101.44731,0.06162,0.00246
47.46400,2.00930,9811.14775,0.19777,101.55784,0.06146,0.00246
47.49800,2.01080,9824.61512,0.19791,101.69725,0.06166,0.00247
47.53200,2.01220,9836.32118,0.19805,101.81842,0.06137,0.00245
47.56600,2.01359,9845.83229,0.19819,101.91687,0.06159,0.00246
47.60000,2.01503,9856.61209,0.19833,102.02846,0.06157,0.00246
47.63400,2.01643,9867.77008,0.19847,102.14396,0.06149,0.00246
47.66800,2.01782,9877.65938,0.19860,102.24632,0.06159,0.00246
47.70200,2.01937,9888.25053,0.19876,102.35595,0.06148,0.00246
47.73600,2.02093,9901.50332,0.19891,102.49314,0.06152,0.00246
47.77000,2.02227,9913.51962,0.19904,102.61752,0.06159,0.00246
47.80400,2.02366,9923.09868,0.19918,102.71668,0.06154,0.00246
47.83800,2.02516,9933.86239,0.19933,102.82810,0.06148,0.00246
47.87200,2.02655,9944.91845,0.19946,102.94254,0.06165,0.00247
47.90600,2.02789,9955.00714,0.19960,103.04697,0.06135,0.00245
47.94000,2.02945,9965.10386,0.19975,103.15148,0.06173,0.00247
47.97400,2.03100,9978.37275,0.19990,103.28883,0.06139,0.00246
48.00800,2.03234,9990.91744,0.20003,103.41869,0.06170,0.00247
48.04200,2.03373,10000.42230,0.20017,103.51707,0.06135,0.00245
