today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS_FILT
Sun Feb 18 11:02:00 2018,91746642,606.356,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5500,1080,0,8,32,0.0191536,0.100556,-10.5058,0.0127707,-0.0127707,0.00957802,27.3105,31.9125,30.9516,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91756643,606.356,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5516,1086,0,8,32,0.0909797,0.134075,-10.3621,0.0106422,-0.0138349,0.00744957,27.3105,31.9125,30.9516,2.38419e-07,0.00744957,
Sun Feb 18 11:02:00 2018,91766645,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5516,1086,0,8,32,0.11971,0.114922,-10.4387,0.00744957,-0.0138349,0.00638535,27.3105,31.9125,30.9516,2.38419e-07,0.00638535,
Sun Feb 18 11:02:00 2018,91776646,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5502,1080,0,32,32,0.023942,0.071826,-10.3573,0.00957802,-0.0127707,0.00851379,27.3105,31.9125,30.9516,2.38419e-07,0.00851379,
Sun Feb 18 11:02:00 2018,91786647,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5502,1080,0,32,32,0.0430956,0.153229,-10.2137,0.00744957,-0.0117065,0.00532112,27.3105,31.9125,30.9516,2.38419e-07,0.00532112,
Sun Feb 18 11:02:00 2018,91796648,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5502,1080,0,32,32,0.0957681,0.071826,-10.3765,0.0106422,-0.0159634,0.0148991,27.3105,31.9125,30.9516,2.38419e-07,0.0148991,
Sun Feb 18 11:02:00 2018,91806649,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5492,1086,0,32,32,0.11971,0.129287,-10.4004,0.00851379,-0.0106422,0.00957802,27.3105,31.9125,30.9516,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91816650,605.999,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5492,1086,0,32,32,0.134075,0.158017,-10.3334,0.0117065,-0.0159634,0.0117065,27.3105,31.9125,30.9516,2.38419e-07,0.0117065,
Sun Feb 18 11:02:00 2018,91826651,607.172,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5520,1086,0,32,14,0.0766145,0.191536,-10.2615,0.0117065,-0.0148991,0.0106422,27.3105,31.9125,30.9516,2.38419e-07,0.0106422,
Sun Feb 18 11:02:00 2018,91836652,607.172,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5500,1080,0,8,32,0.0909797,0.0622492,-10.3669,0.00851379,-0.0117065,0.0127707,27.3105,31.9125,30.9516,2.38419e-07,0.0127707,
Sun Feb 18 11:02:00 2018,91846653,607.172,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5500,1080,0,8,32,0.143652,0.11971,-10.4962,0.00744957,-0.0180918,0.00851379,28.002,32.6063,31.6172,2.38419e-07,0.00851379,
Sun Feb 18 11:02:00 2018,91856654,607.172,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5484,1080,0,32,14,0.134075,0.134075,-10.4291,0.00532112,-0.0180918,0.00957802,28.002,32.6063,31.6172,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91866655,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5484,1080,0,32,14,0.0909797,0.0335188,-10.4196,0.00957802,-0.0138349,0.00851379,28.002,32.6063,31.6172,2.38419e-07,0.00851379,
Sun Feb 18 11:02:00 2018,91876656,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5484,1080,0,32,14,0.162806,0.134075,-10.4148,0.0117065,-0.0148991,0.0106422,28.002,32.6063,31.6172,2.38419e-07,0.0106422,
Sun Feb 18 11:02:00 2018,91886657,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5524,1080,0,8,32,0.100556,0.129287,-10.343,0.0117065,-0.0138349,0.0106422,28.002,32.6063,31.6172,2.38419e-07,0.0106422,
Sun Feb 18 11:02:00 2018,91896658,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5524,1080,0,8,32,0.172383,0.134075,-10.3477,0.00851379,-0.0170276,0.00957802,28.002,32.6063,31.6172,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91906659,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5332,5488,1084,0,30,32,0.0957681,0.153229,-10.2807,0.00957802,-0.00851379,0.00957802,28.002,32.6063,31.6172,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91916660,606.625,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5500,1080,0,32,32,0.0814029,0.138864,-10.3525,0.00532112,-0.0138349,0.0159634,28.002,32.6063,31.6172,2.38419e-07,0.0159634,
Sun Feb 18 11:02:00 2018,91926661,607.346,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5346,5500,1080,0,32,32,0.148441,0.124498,-10.3908,0.00957802,-0.0159634,0.00851379,28.002,32.6063,31.6172,2.38419e-07,0.00851379,
Sun Feb 18 11:02:00 2018,91936662,607.346,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5498,1080,0,30,32,0.0526724,0.205901,-10.41,0.00744957,-0.0148991,0.0117065,28.002,32.6063,31.6172,2.38419e-07,0.0117065,
Sun Feb 18 11:02:00 2018,91946663,607.346,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5498,1080,0,30,32,0.0670376,0.110133,-10.3525,0.0127707,-0.0117065,0.0106422,28.002,32.6063,31.6172,2.38419e-07,0.0106422,
Sun Feb 18 11:02:00 2018,91956664,607.346,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1080,0,8,32,0.0383072,0.172383,-10.4244,0.00957802,-0.0148991,0.00638535,28.002,32.6063,31.6172,2.38419e-07,0.00638535,
Sun Feb 18 11:02:00 2018,91966665,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5340,5506,1080,0,8,32,0.0670376,0.0861913,-10.2951,0.00744957,-0.0138349,0.00957802,28.002,32.6063,31.6172,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,91976666,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1078,0,8,32,0.0909797,0.11971,-10.386,0.00744957,-0.0138349,0.00638535,28.002,32.6063,31.6172,2.38419e-07,0.00638535,
Sun Feb 18 11:02:00 2018,91986667,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1078,0,8,32,0.181959,0.143652,-10.3908,0.00851379,-0.0170276,0.00851379,28.002,32.6063,31.6172,2.38419e-07,0.00851379,
Sun Feb 18 11:02:00 2018,91996668,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5338,5488,1078,0,8,32,0.124498,0.0909797,-10.477,0.00851379,-0.0127707,0.0127707,28.002,32.6063,31.6172,2.38419e-07,0.0127707,
Sun Feb 18 11:02:00 2018,92006669,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5484,1080,0,32,14,0.100556,0.100556,-10.319,0.00638535,-0.0138349,0.0159634,28.002,32.6063,31.6172,2.38419e-07,0.0159634,
Sun Feb 18 11:02:00 2018,92016670,607.407,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5336,5484,1080,0,32,14,0.0383072,0.186748,-10.3717,0.0117065,-0.0138349,0.0127707,28.002,32.6063,31.6172,2.38419e-07,0.0127707,
Sun Feb 18 11:02:00 2018,92026671,607.042,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5350,5484,1078,0,32,14,0.0574608,0.158017,-10.4387,0.00532112,-0.0170276,0.00957802,28.002,32.6063,31.6172,2.38419e-07,0.00957802,
Sun Feb 18 11:02:00 2018,92036672,607.042,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5488,1080,0,30,14,0.071826,0.201113,-10.2568,0.0106422,-0.0138349,0.0148991,28.002,32.6063,31.6172,2.38419e-07,0.0148991,
Sun Feb 18 11:02:00 2018,92046673,607.042,1514,1514,1088,1514,1088,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-1.19209e-07,5344,5488,1080,0,30,14,0.0909797,0.047884,-10.2999,0.00851379,-0.0148991,0.0106422,28.002,32.6063,31.6172,2.38419e-07,0.0106422,
Sun Feb 18 11:02:00 2018,92056674,607.042,1514,1514,1088,1514,1088,1088,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,-0.5,-0.5,5336,5494,1086,0,30,12,0.105345,0.153229,-10.4291,0.00957802,-0.0127707,0.0117065,28.002,32.6063,31.6172,2.38419e-07,0.0117065,
