today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=5e-05, kiei(I)=0, kded(D)=0,signal, mad_pitch, multiplier
Sun Feb 11 14:04:08 2018,177927227,927.137,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3558,1110,32,8,14,-16.6397,-1.62806,-4.93684,-0.172404,-2.64034,0.439525,41.8301,33.9938,30.2859,-73.4749,3188.41,0.725129,-0.865876,-0.140747,0.134055,-0,-0,50.3838,-53.2137,50.3838,
Sun Feb 11 14:04:08 2018,177937228,927.137,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3558,1110,32,8,14,-16.6158,1.25456,-3.52426,-0.135156,-1.85281,0.505507,41.8301,33.9938,30.2859,-78.0249,3188.47,-0.743209,-1.05218,-1.79539,0.130669,-0,-0,50.3838,-51.8695,50.3838,
Sun Feb 11 14:04:08 2018,177947229,927.137,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3534,1118,32,32,14,-15.9023,1.02951,0.584185,0.0691746,-1.0174,0.492736,41.8301,33.9938,30.2859,-92.1039,3188.51,-2.3875,-1.23162,-3.61912,0.128829,-0,-0,50.3838,-51.1391,50.3838,
Sun Feb 11 14:04:08 2018,177957230,927.137,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3534,1118,32,32,14,-14.8201,1.16358,1.45567,-0.0361836,0.104294,0.352258,41.8301,33.9938,30.2859,-95.6098,3188.48,-4.22075,-1.46977,-5.69053,0.128167,-0,-0,50.3838,-50.8762,50.3838,
Sun Feb 11 14:04:08 2018,177967231,927.137,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3536,1116,26,32,14,-12.9814,0.713472,-0.895431,-0.0457616,1.2792,0.241579,41.8301,33.9938,30.2859,-86.0542,3188.43,-6.23088,-1.69655,-7.92742,0.129094,0,0,50.3838,-51.2441,50.3838,
Sun Feb 11 14:04:08 2018,177977232,925.547,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3536,1116,26,32,14,-12.0668,0.92895,-5.50666,-0.094716,2.10823,0.157505,41.8301,33.9938,30.2859,-65.4705,3188.48,-8.3611,-1.80291,-10.164,0.131433,0,0,50.3838,-52.1728,50.3838,
Sun Feb 11 14:04:08 2018,177987233,925.547,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4986,3540,1118,40,8,32,-11.3294,1.41258,0.905008,0.0244772,2.5105,0.164955,41.8301,33.9938,30.2859,-94.5673,3188.65,-10.5728,-1.77649,-12.3493,0.134959,0,0,50.3838,-53.5723,50.3838,
Sun Feb 11 14:04:08 2018,177997234,925.547,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4986,3540,1118,40,8,32,-10.4483,1.28808,-2.37505,0.0649177,3.20544,0.164955,41.8301,33.9938,30.2859,-77.1935,3188.74,-12.8697,-1.82593,-14.6957,0.139519,0,0,50.3838,-55.3827,50.3838,
Sun Feb 11 14:04:08 2018,178007235,925.547,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3534,1110,28,30,12,-8.65265,-0.383072,2.1452,-0.0542754,3.80567,0.110679,41.8301,33.9938,30.2859,-103.924,3188.85,-15.2559,-1.83816,-17.0941,0.145042,0,0,50.3838,-57.5747,50.3838,
Sun Feb 11 14:04:08 2018,178017236,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3534,1110,28,30,12,-5.00867,-0.866701,-9.31823,-0.0883306,4.23881,0.111744,41.8301,33.9938,30.2859,-28.2586,3189.01,-17.6774,-1.79675,-19.4741,0.151225,0,0,50.3838,-60.0292,50.3838,
Sun Feb 11 14:04:08 2018,178027237,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3536,1116,24,8,32,-5.80354,-1.53708,-2.76291,-0.0744957,3.99616,0.117065,41.8301,33.9938,30.2859,-64.5422,3189.37,-20.0387,-1.56677,-21.6055,0.158171,0,0,50.3838,-62.7866,50.3838,
Sun Feb 11 14:04:08 2018,178037238,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3536,1116,24,8,32,-4.05578,0.823605,-5.41568,-0.0468259,3.91741,0.138349,58.0781,28.7906,5.65781,-36.8294,3189.68,-22.3069,-1.39535,-23.7023,0.164955,0,0,50.3838,-65.4793,50.3838,
Sun Feb 11 14:04:08 2018,178047239,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4986,3540,1116,24,8,32,-4.54898,-1.42694,-1.69031,-0.0532112,3.86526,0.133028,58.0781,28.7906,5.65781,-69.6161,3189.98,-24.4943,-1.24055,-25.7349,0.172004,0,0,50.3838,-68.2774,50.3838,
Sun Feb 11 14:04:08 2018,178057240,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4986,3540,1116,24,8,32,-3.17471,1.30245,-7.79552,-0.168147,3.69818,0.152184,58.0781,28.7906,5.65781,-22.1585,3190.31,-26.5904,-1.06297,-27.6534,0.178652,0,0,50.3838,-70.9165,50.3838,
Sun Feb 11 14:04:08 2018,178067241,927.676,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3524,1114,24,8,30,-2.91135,-1.08218,-9.09318,-0.109615,3.06816,0.14367,58.0781,28.7906,5.65781,-17.7534,3190.78,-28.5323,-0.769279,-29.3016,0.185038,0,0,50.3838,-73.4515,50.3838,
Sun Feb 11 14:04:08 2018,178077242,926.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3524,1114,24,8,30,-3.05021,1.05824,-4.64475,-0.0478901,2.36896,0.128771,58.0781,28.7906,5.65781,-33.293,3191.27,-30.2873,-0.478595,-30.7659,0.190544,0,0,50.3838,-75.6369,50.3838,
Sun Feb 11 14:04:08 2018,178087243,926.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4974,3534,1116,26,30,12,-3.51469,1.05824,-6.41167,-0.0595966,1.98691,0.0542754,58.0781,28.7906,5.65781,-28.7303,3191.66,-31.8855,-0.297966,-32.1835,0.195371,0,0,50.3838,-77.553,50.3838,
Sun Feb 11 14:04:08 2018,178097244,926.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4974,3534,1116,26,30,12,-3.28963,1.45567,-9.31344,-0.116,1.60911,-0.0159634,58.0781,28.7906,5.65781,-19.4539,3192.06,-33.3315,-0.13254,-33.4641,0.199354,0,0,50.3838,-79.1342,50.3838,
Sun Feb 11 14:04:08 2018,178107245,926.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,3558,1120,32,8,30,-3.66792,0.78051,-11.9902,-0.0904591,0.934389,-0.080881,58.0781,28.7906,5.65781,-17.0094,3192.54,-34.6087,0.100628,-34.5081,0.202564,0,0,50.3838,-80.4082,50.3838,
Sun Feb 11 14:04:08 2018,178117246,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,3558,1120,32,8,30,-3.77805,1.9393,-9.18895,0.0159634,0.141542,-0.180918,58.0781,28.7906,5.65781,-22.3501,3193.05,-35.7183,0.345827,-35.3725,0.204834,0,0,50.3838,-81.3096,50.3838,
Sun Feb 11 14:04:08 2018,178127247,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3544,1118,24,32,12,-4.63996,1.55623,-7.25443,0.0404405,-0.293726,-0.268185,58.0781,28.7906,5.65781,-32.6032,3193.46,-36.6877,0.470982,-36.2168,0.20634,0,0,50.3838,-81.9072,50.3838,
Sun Feb 11 14:04:08 2018,178137248,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3544,1118,24,32,12,-3.5913,0.536301,-11.8417,-0.0478901,-0.489543,-0.308625,58.0781,28.7906,5.65781,-16.8713,3193.81,-37.5349,0.518049,-37.0168,0.207167,0,0,50.3838,-82.2354,50.3838,
Sun Feb 11 14:04:08 2018,178147249,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4942,3536,1122,22,30,14,-4.07493,1.01035,-12.8186,-0.0276698,-0.966316,-0.349066,58.0781,28.7906,5.65781,-17.6351,3194.23,-38.2475,0.636309,-37.6112,0.207508,0,0,50.3838,-82.3708,50.3838,
Sun Feb 11 14:04:08 2018,178157250,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4942,3536,1122,22,30,14,-4.2952,0.153229,-13.7044,0.0702388,-1.57399,-0.376735,58.0781,28.7906,5.65781,-17.4019,3194.69,-38.8209,0.777762,-38.0431,0.207392,-0,-0,50.3838,-82.3248,50.3838,
Sun Feb 11 14:04:08 2018,178167251,927.146,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3536,1120,24,30,14,-5.0805,-0.0335188,-5.99029,0.0468259,-1.89538,-0.352258,58.0781,28.7906,5.65781,-40.302,3195.07,-39.2865,0.826132,-38.4604,0.206814,-0,-0,50.3838,-82.0953,50.3838,
Sun Feb 11 14:04:08 2018,178177252,925,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3536,1120,24,30,14,-4.59208,0.584185,-10.8553,-0.0574681,-1.78896,-0.313946,58.0781,28.7906,5.65781,-22.9296,3195.32,-39.6784,0.749842,-38.9285,0.205881,-0,-0,50.3838,-81.7251,50.3838,
Sun Feb 11 14:04:08 2018,178187253,925,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3540,1118,28,8,32,-3.66313,-0.349553,-11.7364,-0.0776884,-1.93157,-0.264992,58.0781,28.7906,5.65781,-17.3341,3195.65,-39.9848,0.745563,-39.2393,0.204811,-0,-0,50.3838,-81.3004,50.3838,
Sun Feb 11 14:04:08 2018,178197254,925,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3540,1118,28,8,32,-4.86023,0.344765,-12.311,0.0234129,-2.23274,-0.157505,58.0781,28.7906,5.65781,-21.5435,3196.02,-40.189,0.782291,-39.4067,0.203524,-0,-0,50.3838,-80.7893,50.3838,
Sun Feb 11 14:04:08 2018,178207255,925,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3540,1118,30,30,12,-7.04374,0.349553,-5.76045,0.102166,-2.41153,-0.0595966,58.0781,28.7906,5.65781,-50.7234,3196.36,-40.329,0.779009,-39.55,0.202077,-0,-0,50.3838,-80.215,50.3838,
Sun Feb 11 14:04:08 2018,178217256,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3540,1118,30,30,12,-5.85622,0.574608,-8.14029,0.0255414,-2.11355,0.00638535,58.0781,28.7906,5.65781,-35.7317,3196.56,-40.4546,0.642938,-39.8117,0.200525,-0,-0,50.3838,-79.599,50.3838,
Sun Feb 11 14:04:08 2018,178227257,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3540,1124,26,8,32,-6.39252,-0.837971,-10.9798,-0.00851379,-1.88793,0.0840737,58.0781,28.7906,5.65781,-30.2083,3196.78,-40.5607,0.535535,-40.0252,0.199117,-0,-0,50.3838,-79.0402,50.3838,
Sun Feb 11 14:04:08 2018,178237258,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3540,1124,26,8,32,-6.79953,0.837971,-9.96946,0.0925875,-1.98052,0.192625,58.0781,28.7906,5.65781,-34.2954,3197.1,-40.6278,0.52264,-40.1051,0.197693,-0,-0,50.3838,-78.4749,50.3838,
Sun Feb 11 14:04:08 2018,178247259,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3546,1116,24,8,14,-7.16345,-0.699107,-6.79953,0.240515,-1.98904,0.263928,58.0781,28.7906,5.65781,-46.493,3197.39,-40.6729,0.48543,-40.1874,0.196426,-0,-0,50.3838,-77.9718,50.3838,
Sun Feb 11 14:04:08 2018,178257260,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3546,1116,24,8,14,-7.87214,0.670376,-4.7501,0.22668,-1.66551,0.297983,58.0781,28.7906,5.65781,-58.893,3197.58,-40.7363,0.358974,-40.3773,0.195216,-0,-0,50.3838,-77.4917,50.3838,
Sun Feb 11 14:04:08 2018,178267261,925.582,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3578,1112,26,30,14,-7.9679,0.368707,-9.43315,0.153248,-1.20151,0.287341,58.0781,28.7906,5.65781,-40.1868,3197.73,-40.8335,0.203091,-40.6304,0.19436,-0,-0,50.3838,-77.1519,50.3838,
Sun Feb 11 14:04:08 2018,178277262,927.798,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3578,1112,26,30,14,-10.1514,0.158017,-8.4228,0.221359,-1.14936,0.285212,58.0781,28.7906,5.65781,-50.317,3198.01,-40.9473,0.172726,-40.7745,0.193746,-0,-0,50.3838,-76.9082,50.3838,
Sun Feb 11 14:04:08 2018,178287263,927.798,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4970,3548,1114,24,30,14,-10.726,1.1971,-6.65109,0.31501,-1.13978,0.256478,58.0781,28.7906,5.65781,-58.1974,3198.29,-41.0846,0.156008,-40.9286,0.193316,-0,-0,50.3838,-76.7374,50.3838,
Sun Feb 11 14:04:08 2018,178297264,927.798,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4970,3548,1114,24,30,14,-10.0509,0.723049,-1.06781,0.293726,-0.909912,0.204331,58.0781,28.7906,5.65781,-83.9357,3198.51,-41.2917,0.079575,-41.2121,0.193076,-0,-0,50.3838,-76.6423,50.3838,
Sun Feb 11 14:04:08 2018,178307265,927.798,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4934,3566,1120,24,8,32,-8.82024,0.737414,-6.00945,0.203267,-0.413983,0.12345,58.0781,28.7906,5.65781,-55.7325,3198.65,-41.5913,-0.0634168,-41.6547,0.193131,0,0,50.3838,-76.664,50.3838,
Sun Feb 11 14:04:08 2018,178317320,927.798,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4934,3566,1120,24,8,32,-9.11233,0.368707,-6.86178,0.0638535,-0.227744,0.0564039,58.0781,28.7906,5.65781,-53.0195,3198.89,-41.9428,-0.109301,-42.0521,0.193514,0,0,50.3838,-76.8158,50.3838,
Sun Feb 11 14:04:08 2018,178327321,925.956,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3544,1114,24,8,32,-9.27993,0.181959,-4.80277,0.118129,-0.288405,0.0415047,58.0781,28.7906,5.65781,-62.6365,3199.19,-42.318,-0.0830012,-42.401,0.194102,0,0,50.3838,-77.0495,50.3838,
Sun Feb 11 14:04:08 2018,178337323,925.956,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4980,3544,1114,24,8,32,-9.49062,0.952892,-0.646434,0.0478901,-0.184111,0.0234129,58.0781,28.7906,5.65781,-86.1035,3199.45,-42.751,-0.104034,-42.855,0.19486,0,0,50.3838,-77.3504,50.3838,
Sun Feb 11 14:04:08 2018,178347324,925.956,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3540,1120,32,8,32,-8.17859,-0.560243,-2.43251,-0.0872664,0.208588,0.0106422,58.0781,28.7906,5.65781,-73.4363,3199.62,-43.2768,-0.201744,-43.4785,0.195843,0,0,50.3838,-77.7405,50.3838,
Sun Feb 11 14:04:08 2018,178357325,925.956,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3540,1120,32,8,32,-6.70855,-0.646434,-5.90889,-0.187303,0.423561,0.00851379,58.0781,28.7906,5.65781,-48.6265,3199.85,-43.8603,-0.241804,-44.1021,0.197104,0,0,50.3838,-78.241,50.3838,
Sun Feb 11 14:04:08 2018,178367326,925.956,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3544,1118,28,8,32,-6.87615,-0.363919,-6.71334,-0.174533,0.264992,0.0180918,58.0781,28.7906,5.65781,-45.6864,3200.18,-44.4328,-0.175252,-44.6081,0.198502,0,0,50.3838,-78.7961,50.3838,
Sun Feb 11 14:04:08 2018,178377327,927.172,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4984,3544,1118,28,8,32,-6.91924,0.0335188,-2.90177,-0.128771,0.167083,0.0542754,58.0781,28.7906,5.65781,-67.248,3200.49,-44.9845,-0.130297,-45.1148,0.199913,0,0,50.3838,-79.356,50.3838,
Sun Feb 11 14:04:08 2018,178387328,927.172,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4912,3534,1112,28,8,30,-7.02459,0.550666,-3.43807,-0.166019,0.368222,0.0180918,58.0781,28.7906,5.65781,-63.9213,3200.72,-45.5499,-0.170456,-45.7204,0.201388,0,0,50.3838,-79.9416,50.3838,
Sun Feb 11 14:04:08 2018,178397329,927.172,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4912,3534,1112,28,8,30,-7.00543,0.440533,-7.41245,-0.233065,0.560846,-0.0159634,58.0781,28.7906,5.65781,-43.383,3200.95,-46.1204,-0.204363,-46.3248,0.202922,0,0,50.3838,-80.5506,50.3838,
Sun Feb 11 14:04:08 2018,178407330,927.172,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4974,3546,1116,26,32,14,-7.08684,0.134075,-8.19296,-0.158569,0.387378,-0.00744957,58.0781,28.7906,5.65781,-40.8596,3201.29,-46.6491,-0.134274,-46.7833,0.20448,0,0,50.3838,-81.1688,50.3838,
Sun Feb 11 14:04:08 2018,178417331,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4974,3546,1116,26,32,14,-7.52258,1.26893,-5.31513,-0.0351194,0.125578,-0.0287341,58.9424,30.0047,4.16016,-54.7567,3201.65,-47.1264,-0.0454651,-47.1719,0.205886,0,0,50.3838,-81.7272,50.3838,
Sun Feb 11 14:04:08 2018,178427332,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3534,1110,32,8,32,-6.82347,1.18274,-4.34787,-0.00744957,0.21923,-0.0681104,58.9424,30.0047,4.16016,-57.495,3201.91,-47.5815,-0.0611997,-47.6427,0.207175,0,0,50.3838,-82.2387,50.3838,
Sun Feb 11 14:04:08 2018,178437333,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3534,1110,32,8,32,-6.18183,0.416591,-7.28795,-0.0681104,0.421433,-0.118129,58.9424,30.0047,4.16016,-40.3055,3202.14,-48.0165,-0.105151,-48.1217,0.208419,0,0,50.3838,-82.7327,50.3838,
Sun Feb 11 14:04:08 2018,178447334,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3574,1120,26,8,32,-7.19218,0.507571,-10.8793,-0.0564039,0.300111,-0.139413,58.9424,30.0047,4.16016,-33.4684,3202.46,-48.3953,-0.0565918,-48.4518,0.209617,0,0,50.3838,-83.2079,50.3838,
Sun Feb 11 14:04:08 2018,178457335,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3574,1120,26,8,32,-7.79552,0.545878,-7.64229,0.0691746,-0.0234129,-0.124514,58.9424,30.0047,4.16016,-45.5687,3202.84,-48.7033,0.0437186,-48.6596,0.210634,0,0,50.3838,-83.6118,50.3838,
Sun Feb 11 14:04:08 2018,178467336,926.781,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3536,1114,36,8,30,-8.2983,1.25935,-4.14676,0.10323,-0.0564039,-0.124514,58.9424,30.0047,4.16016,-63.4482,3203.14,-48.9788,0.0555053,-48.9233,0.211463,0,0,50.3838,-83.9409,50.3838,
Sun Feb 11 14:04:08 2018,178477337,925.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4978,3536,1114,36,8,30,-6.76123,0.972046,-5.63116,0.0393763,0.159634,-0.146863,58.9424,30.0047,4.16016,-50.2104,3203.36,-49.2562,-0.00203449,-49.2582,0.212182,0,0,50.3838,-84.2263,50.3838,
Sun Feb 11 14:04:08 2018,178487338,925.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,3544,1124,26,8,32,-6.40688,0.0143652,-10.4722,0.0276698,0.155377,-0.144735,58.9424,30.0047,4.16016,-31.4582,3203.65,-49.5084,0.00562609,-49.5027,0.212849,0,0,50.3838,-84.4912,50.3838,
Sun Feb 11 14:04:08 2018,178497339,925.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4990,3544,1124,26,8,32,-7.26401,0.268151,-9.76834,0.0936517,-0.15112,-0.114936,58.9424,30.0047,4.16016,-36.6355,3204.02,-49.6935,0.0956222,-49.5979,0.21337,0,0,50.3838,-84.698,50.3838,
Sun Feb 11 14:04:08 2018,178507340,925.573,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3520,1110,30,32,32,-8.45153,1.17316,-6.2345,0.150056,-0.285212,-0.094716,58.9424,30.0047,4.16016,-53.5847,3204.35,-49.8248,0.130246,-49.6946,0.213752,0,0,50.3838,-84.8496,50.3838,
Sun Feb 11 14:04:08 2018,178517341,926.208,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3520,1110,30,32,32,-8.52336,0.617704,-5.89931,0.0872664,-0.0904591,-0.108551,58.9424,30.0047,4.16016,-55.3116,3204.58,-49.9448,0.0713477,-49.8734,0.21405,0,0,50.3838,-84.9676,50.3838,
Sun Feb 11 14:04:08 2018,178527342,926.208,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3530,1116,40,30,14,-7.48906,0.651223,-10.3813,0.0308625,0.0308625,-0.111744,58.9424,30.0047,4.16016,-35.8068,3204.83,-50.0547,0.0372049,-50.0175,0.214277,0,0,50.3838,-85.0578,50.3838,
Sun Feb 11 14:04:08 2018,178537343,926.208,1513,1513,1088,1514,1940,1514,-0.0469513,50.3838,0.9,0,0.5,-1.19209e-07,4982,3530,1116,40,30,14,-6.95276,-0.0670376,-8.83939,0.0830095,-0.22668,-0.0766241,58.9424,30.0047,4.16016,-38.1874,3205.19,-50.1222,0.109827,-50.0124,0.214427,0,0,50.3838,-85.1175,50.3838,
Sun Feb 11 14:04:08 2018,178547344,926.208,1513,1513,1088,1514,1940,1088,-0.0469513,50.3838,0.9,0,0.5,-0.5,4980,3544,1120,24,32,30,-6.79953,-0.162806,-6.50744,0.148991,-0.412919,-0.0478901,58.9424,30.0047,4.16016,-46.2575,3205.53,-50.1443,0.156088,-49.9882,0.214497,0,0,50.3838,-85.1454,50.3838,
